Song Number,Song Name,Singer,Lyrics,Lyrics Status,Writer,Composer,Category,Image Name,Year,Recording Status,SoundCloud Link
1160,من المغرب تقوى ناره,محمد السيليني,"لا لي يا - يا لا لا
 مالمغرب تقوى ناره - جرحه هل بعيدة داره
 
 نيران قوية - تشعل دوم معايا حية
 من فرقت زوله غالية - نبرم وأفكاري محتاره
 مالمغرب تقوى ناره - جرحه هل بعيدة داره
 
 حالي في حالة - متلهف ناري شعالة
 وين يخطر ليا ميجاله - ما نلقى لقلبي صبّاره
 مالمغرب تقوى ناره - جرحه هل بعيدة داره
 
 شديت سريبة - في جرت مرواح جليبة
 عليه ننشد بضلال سبيبة - الي في ايده ليمين أمارة
 مالمغرب تقوى ناره - جرحه هل بعيدة داره",مكتوبة كاملة,,,تراث,MohammedSilini.jpg,غير معروف,جيد,https://on.soundcloud.com/he1V1cVsQzpv3ipU8
1161,مشتاق السماحه لو تدرين,محمد السيليني,,الكلمات غير موجودة,,,طرب ليبي,MohammedSilini.jpg,غير معروف,جيد,https://on.soundcloud.com/yL8485XHfb4ExiUP9
1162,مالت عليا خيوط الشمس وانعكست,محمد السيليني,"مالت عليا خيوط الشمس وانعكست - تحت الشجيرة ظلا وارفا فيها
 وجلست في موعدي المرجوّ منتظرا - حان اللقاء وحلمي أن ألاقيها
 
 هل تأتي اليوم قلبي لا يحدثني - هل تخلُف الوعد أم تنأ أمانيها
 ويغيم الكون من حولي وينعكس - غيم السماء على نفسي فيسليها
 طال انتظاري وما كانت لتخلفه وعدا - رمت فيه أحلامي لتطويها
 
 حل المغيب وقرص الشمس ودعني - يدنو من الأرض في صمت يلاقيها
 أيظن أني سأنسى وهو مبتعد حتى - وان خاب ظني لست ناسيها
 يا ويلتي أخلفت، ما كان عادتها إن - َتَخلف الوعد أو تنسى هوا ليها
 
 يا طائر الليل ذكرها بما فعلت - فالقلب يأبى أن يذكر مآسيها
 مال الفؤاد إليها كيف أردعه - لا يرتضي نحوها لوما وتشويها
 يا ظلمة الليل واسيني لغيبتها إني - حبيب صفى ودا ويبغيها
 
 مالت عليا خيوط الشمس وانعكست - تحت الشجيرة ظلا وارفا فيها
 وجلست في موعدي المرجوّ منتظرا - حان اللقاء وحلمي أن ألاقيها",مكتوبة كاملة,,,طرب ليبي,MohammedSilini.jpg,غير معروف,جيد,https://on.soundcloud.com/54vi72qtwz81M1ry9
1163,نكرتي تناسيتي جفيتي جيتك,محمد السيليني,نكرتي تناسيتي جفيتي جيتك - عيونك يقولن في الخفاء حبيتك,مطلع الأغنية/رأس البيت فقط,,,تراث,MohammedSilini.jpg,غير معروف,جيد,https://on.soundcloud.com/WVyHDaBPgSGCAQfA9
1164,وأنا عشية,محمد السيليني,,الكلمات غير موجودة,,,تراث,MohammedSilini.jpg,غير معروف,جيد,https://on.soundcloud.com/UPz3Vh8jyKfcRwHYA
1165,ولفي من يجيبه,محمد السيليني,,الكلمات غير موجودة,,,تراث,MohammedSilini.jpg,غير معروف,جيد,https://on.soundcloud.com/Fiyn8xQeGdaDGBd27
1166,قصيدة ولوع,محمد السيليني,"ان اسعدتني اصبحت طفلا - عمره الفرق ما بين عمر و عمرك
 ان اشقيتني اصبحت كهلا - عمره الفرق معه عمري و عمرك.",الكلمات غير مكتملة,,,طرب ليبي,MohammedSilini.jpg,غير معروف,جيد,https://on.soundcloud.com/du8CFKWRWxBs7TcA7
1167,يا أحلى كلمة,محمد السيليني,,الكلمات غير موجودة,,,طرب ليبي,MohammedSilini.jpg,غير معروف,جيد,https://on.soundcloud.com/C2UqcaRwbiZoRmGXA
1168,يا حلوة التبسيمة,محمد السيليني,,الكلمات غير موجودة,,,تراث,MohammedSilini.jpg,غير معروف,جيد,https://on.soundcloud.com/4TRDBZiT2XFPRmST8
1169,يا حنينة عالعيلة,محمد السيليني,,الكلمات غير موجودة,,,تراث,MohammedSilini.jpg,غير معروف,جيد,https://on.soundcloud.com/9Mvm1L3WgHLfFc3U7
1170,يا عين انت هنا و الغالي وين,محمد السيليني,"يا عين - يا عين - انت هنا و الغالي وين
 يا عين - يا عين - خليتيني بين البينين",مطلع الأغنية/رأس البيت فقط,,,طرب ليبي,MohammedSilini.jpg,غير معروف,جيد,https://on.soundcloud.com/82Vv2Krc7MoWPHv36
1172,ياللي ياللي مشتاقلك,محمد السيليني,"ياللي ياللي مشتاقلك - بعد الجفاء تولي
 طلي علي حياتي - على خاطري تطلي",الكلمات غير مكتملة,,,طرب ليبي,MohammedSilini.jpg,غير معروف,جيد,https://on.soundcloud.com/B7Nhr2Y5qAeaRish8
1173,يا ليلا يا ليلا,محمد السيليني,"يا ليلا يا ليلا - يا غلايا يا حبي كله
 يا ليلا يا ليلا - انت زينك عالبدر تعلى",الكلمات غير مكتملة,,,طرب ليبي,MohammedSilini.jpg,غير معروف,جيد,https://on.soundcloud.com/Q832znLMASFJoYJ7A
1174,يأم غثيث يميح جدايل,محمد السيليني,يأم غثيث يميح جدايل - كانك سالي شورك مايل,الكلمات غير مكتملة,,,تراث,MohammedSilini.jpg,غير معروف,جيد,https://on.soundcloud.com/799qMcxt7rG8UNdG9
1175,يا يوليو يا ثورة الحرية,محمد السيليني,,الكلمات غير موجودة,,,وطنيات,MohammedSilini.jpg,غير معروف,جيد,https://on.soundcloud.com/NdVk7QxGzYvYzf7W8
1176,كلام العين يا أحلى كلام,محمد السيليني,,الكلمات غير موجودة,,,طرب ليبي,MohammedSilini.jpg,غير معروف,جيد,https://on.soundcloud.com/Ta2VCdZF3ECbFf1SA
1177,مشتاق راني,محمد السيليني,,الكلمات غير موجودة,,,تراث,MohammedSilini.jpg,غير معروف,جيد,https://on.soundcloud.com/hQEaDGsw2wnyBv3VA
1178,يا غرام العين بوزعي,محمد السيليني,,الكلمات غير موجودة,,,تراث,MohammedSilini.jpg,غير معروف,جيد,https://on.soundcloud.com/srsFhJrTKDqzA6Wz5
1179,الخيل,أشرف محفوظ,,الكلمات غير موجودة,,,تراث,AshrafMahfoud.jpg,غير معروف,جيد,
1180,مازلت في عيني كبير,أشرف محفوظ,,الكلمات غير موجودة,,,تراث,AshrafMahfoud.jpg,غير معروف,جيد,https://on.soundcloud.com/BpioL2voob8sLCAU9
1181,موال جديت,أشرف محفوظ,,الكلمات غير موجودة,,,تراث,AshrafMahfoud.jpg,غير معروف,جيد,https://on.soundcloud.com/uBMhRjfSERtqZr1q7
1182,ننساهم يجوني,أشرف محفوظ,,الكلمات غير موجودة,,,تراث,AshrafMahfoud.jpg,غير معروف,جيد,https://on.soundcloud.com/qbPvGZ5XaVMhxm146
1183,نين يا ناي,أشرف محفوظ,,الكلمات غير موجودة,,,تراث,AshrafMahfoud.jpg,غير معروف,جيد,https://on.soundcloud.com/JHHMnZv9kdKcYU4w6
1184,احترنا معاهم,أشرف محفوظ,,الكلمات غير موجودة,,,تراث,AshrafMahfoud.jpg,غير معروف,جيد,https://on.soundcloud.com/pYFcSqd7ehdVLQ3p8
1185,يا ليبيا,محمد السيليني,,الكلمات غير موجودة,,,وطنيات,MohammedSilini.jpg,غير معروف,جيد,https://on.soundcloud.com/9RSDbpU8b65MAtae9
1186,العاشق أنا,محمد السيليني,,الكلمات غير موجودة,,,طرب ليبي,MohammedSilini.jpg,غير معروف,جيد,https://on.soundcloud.com/4PeAswVChqLTrA359
1187,كم أحبك,محمد السيليني,,الكلمات غير موجودة,,,طرب ليبي,MohammedSilini.jpg,غير معروف,جيد,https://on.soundcloud.com/3L9oU7wURWfQMHpt6
1188,خلوني في حالي,محمد السيليني,,الكلمات غير موجودة,,,تراث,MohammedSilini.jpg,غير معروف,جيد,https://on.soundcloud.com/iwvYg3yXB8gDQNf86
1189,الحب إحساس,محمد السيليني,,الكلمات غير موجودة,,,طرب ليبي,MohammedSilini.jpg,غير معروف,جيد,https://on.soundcloud.com/n7trqTVf4ixUQYFB8
1190,تفوت عليا ما تسلم,محمد السيليني,,الكلمات غير موجودة,,,طرب ليبي,MohammedSilini.jpg,غير معروف,جيد,https://on.soundcloud.com/o8EE9c9PSZtDLgtS6
1191,من يعشق الغزلان,فرقة المالوف والموشحات والألحان العربية - حسن عريبي,"من يعشق الغزلان، يخدم كما تخدم العبيد
 ويصفف القطعان، ويراقب النجم السعيد
 يبقى هني مطمان، يفعل في حكمه كما يريد
 يبقى بحاله سلطان، ويراقب الناس بالنظر
 مهما تراك العيان، طلمني يا دورة قمر
 
 هل ترى يا حبي آش قلقك
 حتى صرت تهجر من يعشقك
 قال لي مر عني، لأرشقك
 بسهام العين فتموت يا مسكين
 قلت له يا حبي، قتلي حرام
 
 الخلاعة مقيمة في وادي فاس، لأنه حسن بديع
 عيني رأت شبان صغار جلاس، في مكان عال رفيع
 بمغان وهم يديرون الكاس، على ذاك الربيع
 
 الشميسة مثل الذهب تسطع على تلك الشجور
 والسواقي مثل السيوف تلمع، والنواعر تدور
 أقبل زمان الخلاعة، واستغنم أيام السرور
 
 الدنيا ساعة بساعة أغنم زمانك لا يمر
 اغنم زمانك بواجب، أزهو وته مع الحبيب
 بالكوترة والربايب، والطار والنقر العجيب
 في روض عالي المراتب، والطير من فوق القضيب
 أم الحسن بارتفاعها، فاقت على جيع الطيور
 الدنيا ساعة بساعة، اغنم زمانك لا يمر
 
 مسكين من بالهوى مقيد، سهران من شدة الغرام
 أنا الذي همت باشتياقي، هائم ومغرم ومستهام
 من يعشق المصطفى محمد، كيف يحلو له الفرش والمنام
 
 زلت بعشقه ما أعظمها من زلة
 صابت برشقه فيالها من زلة
 ولا تزدني حزنا على حزني
 ارحم خضوعي وترفق بي
 استغفر الله فيما بدا مني
 
 ليس لنار الهوى خمود، ولا لقاضي الهوى شهود
 بالله حنوا على المتيم، قد صار حييكم فريد
 أنتم لنا في الهوى موالي، ونحن في حيكم عبيد
 
 الضياء نشر علامة وبدا لونه شريق
 الصباح نشر حسامه لونه يحكي العقيق
 العشيق جدد غرامه زاد في القلب حريق
 المليح له علامة كالنجوم الضاويات
 سادتي ابقو بالسلامة والهناء والعافيات",مكتوبة كاملة,,,مالوف,HasamOraibi2.jpg,غير معروف,جيد,https://on.soundcloud.com/HoHKCuZmq7CMLDaU8
1192,شوقي دعاني,فرقة المالوف والموشحات والألحان العربية - حسن عريبي,"شوقي دعاني وهمت يا فقراء، ديروا الأواني واسقوني خمرا
 بها أعربد ما بين سادتي، عشقي مجدد وطابت أوقاتي
 يا أهل الديوان يا رجال الحضرة
 ديروا الأواني واسقوني خمرة
 خالق الأطيار ينصفني من غزال باهي الحور
 قلت له يا ريم تهجرني الا تخف من خالق البشرة
 قم بشرع لي يخلصني قبل أن أشكو الى الوزراء
 ريح الصبا ينحب وجدي مرت بوادي نجدي
 سلم عليهم على سادتي واشرح لهم على ما عندي
 الأ يا مدبر الراح أفناني الغرام
 ووجهك يضوي كما المصباح في ليل الظلام
 ويوم أراك أفرح يا بدر التمام
 قصدي لويله نريد يا صاحب جمعاً تيسر عن قريب
 بالعود والطار والربايب والكاس والخمر والحبيب
 رقيب عني يكون غايب لأنني أكره الرقيب
 الا يفتش على فراقي أنا ومن يعشقه جميع
 درها على بالكاس يا ساقي إذا حلى فيضوا القطيع
 الهوى قد استوى الناس لا يعذرونه
 أنا طيري صغير اغنج مكحل عيونه
 أنا صبت له الدواء الإ لمن كان يصونه
 أنا عشقت مليح ونسله عربي
 الحال امسى بخير واصبر يا قلبي",مكتوبة كاملة,,,مالوف,HasamOraibi2.jpg,غير معروف,جيد,https://on.soundcloud.com/TE4j6y5GF2VNnk2Y9
1193,ناح الحمام,فرقة المالوف والموشحات والألحان العربية - حسن عريبي,"ﻧﺎﺡ ﺍﻟﺤﻤﺎﻡ ﺍﻟﻤﻄﻮﻕ ﻓﻘﻢ ﺑﻨﺎ ﻳﺎ ﻧﺪﻳﻢ
 ﺃﺷﺮﺏ ﺷﺮﺍﺑﻚ ﻣﺮﻭﻕ ﻣﻦ ﺍﻟﺸﺮﺍﺏ ﺍﻟﻘﺪﻳﻢ
 ﻋﻦ ﻧﻐﻤﺔ ﺍﻷﺳﺤﺎﺭ ﺭﺃﻳﺖ ﺍﻟﻄﻴﻮﺭ ﺟﻤﻠﺔ
 ﻭ ﻓﺎﺣﺖ ﺍﻷﺯﻫﺎﺭ ﻭ ﺃﻛﺴﻮﺍ ﺍﻟﺮﻳﺎﺽ ﺣﻠﺔ
 ﻓﻮﻕ ﺍﻟﻐﺼﻮﻥ ﻳﺎ ﺻﺎﺡ ﺭﺃﻳﺖ ﺍﻟﻄﻴﻮﺭ ﺟﻼﺱ
 ﻗﻢ ﻧﺒﻪ ﺍﻟﺠﻼﺱ ﺑﻴﻦ ﺍﻟﺰﻫﺮ ﻭ ﺍﻟﻴﺎﺱ ﻗﺪ ﻟﺬ ﺷﺮﺑﻲ
 ﻋﻴﻨﺎﻙ ﻭ ﺍﻟﺤﻮﺍﺟﺐ ﻳﺎ ﻃﻠﻌﺔ ﺍﻟﻘﻤﺮ
 ﺃﻣﻀﻰ ﻣﻦ ﺍﻟﻘﻮﺍﺿﺐ ﻗﺪ ﻫﻴﺠﻮﺍ ﺍﻟﻔﻜﺮ
 ﻣﻨﻬﻢ ﺗﺮﻯ ﻋﺠﺎﺋﺐ ﺗﺮﻣﻰ ﺑﻼ ﻭﺗﺮ
 ﺗﻘﺘﻞ ﺑﻼ ﺳﻼﺡ ﻭ ﺍﻟﻘﺘﻞ ﻣﺴﺘﺒﺎﺡ
 ﻣﺎﻫﻦ ﺑﺎﻟﻤﺰﺍﺡ ﺃﻟﺤﺎﻅ ﻛﺎﻟﺠﺮﺍﺡ
 ﺳﻠﻢ ﻋﻠﻰ ﺫﺍﻙ ﺍﻟﺤﺒﻴﺐ ﺍﻟﻠﻲ ﺑﺪﻯ ﻣﻨﻪ ﺍﻟﺠﻔﻰ
 ﻭ ﻗﻞ ﻟﻪ ﻧﺎﺭ ﻟﻬﻴﺐ ﻓﻲ ﺟﺎﺷﻲ ﻣﺎ بتنطفى
 ﺇﺫﺍ ﻏﻮﺍﻙ ﻋﻨﻲ ﺍﻟﺮﻗﻴﺐ ﺃﺻﺒﺮ ﻭ ﻟﻸﻣﺮ ﺍﻟﻜﻔﻰ
 ﺃﺣﺮﺝ ﻭﻻ ﻳﻨﻔﻊ ﺣﺮﺝ ﺗﻬﺐ ﻟﻲ ﻧﻴﺮﺍﻧﻲ
 ﻻ ﺑﺪ ﻣﻦ ﺳﺎﻋﺔ ﻓﺮﺝ ﺃﺭﺍﻙ ﻳﺎ ﺳﻠﻄﺎﻧﻲ
 ﻗﺪ ﺃﺷﺮﻗﺖ ﺃﻧﻮﺍﺭﻙ ﻭ ﻛﺴﺎﻙ ﺭﺑﻲ ﺣﻠﺔ
 ﻧﺎﻝ ﺍﻟﻤﻨﻰ ﻣﻦ ﺯﺍﺭﻙ ﻭ ﻳﺮﻯ ﻛﺆﻭﺳﺎ ﺗﺠﻠﻰ
 ﻟﻤﺎ ﺭﻓﻌﺖ ﻋﻴﻮﻧﻲ ﻭ ﻧﻈﺮﺕ ﺗﻠﻚ ﺍﻟﺮﻭﺿﺔ
 ﻗﺪ ﺯﺍﻝ ﻋﻦ ﻣﻜﻨﻮﻧﻲ ﻫﻢ ﻭ ﻛﺮﺏ ﺍﻟﻐﻤﺔ
 ﺃﻟﻴﻒ ﺃﻟﻒ ﻳﺎ ﺳﻠﻄﺎﻧﻲ ﻭ ﺍﻟﻬﺠﺮﺍﻥ ﻛﻮﺍﻧﻲ
 ﺑﺎﺀ ﺑُﻠﻴﺖ ﺑﻨﻈﺮﺓ
 ﺗﺎﺀ ﺗﻲ ﻳﺎ ﻧﺠﻢ ﺍﻟﺰﻫﺮﺓ
 ﺛﺎﺀ ﺛﻼﺛﺔ ﻓﻲ ﺣﻀﺮﺓ
 ﺟﻴﻢ ﺟﺎﺭ ﻋﻨﻲ ﺳﻠﻄﺎﻧﻲ ﻭ ﺍﻟﻬﺠﺮﺍﻥ ﻛﻮﺍﻧﻲ
 ﺣﺎﺀ ﺣﺎﻟﻲ ﻇﺎﻫﺮ ﻟﻠﻨﺎﺱ
 ﺧﺎﺀ ﺧﻞ ﻓﻲ ﻗﻠﺒﻲ ﺍﻟﻮﺳﻮﺍﺱ
 ﺩﺍﻝ ﺩﻳﺮﻫﺎ ﻳﺎ ﺍﺑﻦ ﻋﺒﺎﺱ
 ﺫﺍﻝ ﺫﻟﻨﻲ ﻭ ﺟﻔﺎﻧﻲ ﻭ ﺍﻟﻬﺠﺮﺍﻥ ﻛﻮﺍﻧﻲ
 ﻳﺎ ﻣﻮﻟﻰ ﺍﻟﻤﻮﻻﻱ
 ﻋﻠﻤﻚ ﺑﺤﺎﻟﻲ
 ﻳﻐﻨﻲ ﻋﻦ ﺳﺆﺍﻟﻲ
 ﻳﺎ ﻣﻮﻻﻧﺎ ﻳﺎ ﺭﺣﻴﻢ ﺳﺎﻣﺤﻨﺎ ﺃﻧﺖ ﺍﻟﻜﺮﻳﻢ
 ﺯﺍﺩﻭﻧﺎ ﺫﻧﺐ ﻋﻈﻴﻢ ﻓﺄﻏﻔﺮ
 ﻭ ﺃﺭﻓﻖ ﺑﺎﻷﻧﺎﻡ ﻓﻲ ﻳﻮﻡ ﺍﻟﺰﺣﺎﻡ ﺁﻣﻴﻦ
 ﻭ ﺃﺭﻓﻖ ﺑﺎﻹﺳﻼﻡ ﻳﺎ ﻣﻮﻟﻰ ﺍﻹﻧﻌﺎﻡ ﺁﻣﻴﻦ
 ﻧﻮﺭ ﺍﻟﻘﺒﻮﺭ
 ﻭ ﺃﺷﺮﺡ ﺍﻟﺼﺪﻭﺭ
 ﻭ ﺗﻤﻢ ﺍﻟﺴﺮﻭﺭ
 ﻳﺎ ﺍﻷﺣﺒﺎﺏ ﻧﻌﻮﺩﻭﺍ ﻭ ﺇﻻ ﻭ ﺯﻣﺎﻥ ﺍﻟﺸﻴﺐ ﺣﻞّ
 ﻭ ﻣﺎﻟﻲ ﺇﻻ ﺍﻟﻠﻪ ﺟﻞّ ﻳﻌﻔﻮ
 ﻭ ﻳﻤﺤﻮﺍ ﺃﻫﻤﺎﻣﻲ ﻣﻦ ﺟﺎﻩ ﺇﺗﻬﺎﻣﻲ ﺁﻣﻴﻦ
 ﻭ ﺃﺭﻓﻖ ﺑﺎﻹﺳﻼﻡ ﻳﺎ ﻣﻮﻟﻰ ﺍﻹﻧﻌﺎﻡ ﺁﻣﻴﻦ",مكتوبة كاملة,,,مالوف,HasamOraibi2.jpg,غير معروف,جيد,https://on.soundcloud.com/pcVcdfeLPsQbwyvR8
